gene_id,tpm
ENSG00000128274,2.71309023782676
ENSG00000141338,1.58263597206561
ENSG00000108846,6.44358931483857
ENSG00000154175,88.9667507154028
ENSG00000072778,41.2615807002821
ENSG00000157766,0.0
ENSG00000129048,0.226090853152231
ENSG00000162390,0.452181706304461
ENSG00000167107,3.61745365043569
ENSG00000143632,0.0
ENSG00000159251,0.0
ENSG00000077522,0.113045426576115
ENSG00000148848,7.12186187429527
ENSG00000135074,1.69568139864173
ENSG00000114948,4.97399876934908
ENSG00000154734,30.6353106021272
ENSG00000087116,6.55663474141469
ENSG00000154736,0.904363412608923
ENSG00000136378,1.4695905454895
ENSG00000105963,0.0
ENSG00000197381,4.4087716364685
ENSG00000148700,24.7569484201693
ENSG00000127507,1.01740883918504
ENSG00000148671,1.58263597206561
ENSG00000163485,0.0
ENSG00000184160,0.226090853152231
ENSG00000187546,0.113045426576115
ENSG00000188157,2.82613566440288
ENSG00000185567,10.9654063778832
ENSG00000162433,7.46099815402361
ENSG00000197976,0.0
ENSG00000187134,50.0791239732191
ENSG00000151632,3.73049907701181
ENSG00000196139,0.904363412608922
ENSG00000170017,77.0969809249107
ENSG00000165092,0.0
ENSG00000184254,2.82613566440288
ENSG00000006534,4.86095334277296
ENSG00000162551,0.226090853152231
ENSG00000154188,1.01740883918504
ENSG00000116194,0.22609085315223
ENSG00000167772,3.73049907701181
ENSG00000148677,29.39181090979
ENSG00000186352,0.904363412608922
ENSG00000151572,0.339136279728345
ENSG00000169604,13.67849661571
ENSG00000135046,186.185817570862
ENSG00000164111,412.05057986994
ENSG00000148120,13.6784966157099
ENSG00000138356,25.3221755530498
ENSG00000077420,0.0
ENSG00000100342,0.0
ENSG00000128335,6.55663474141469
ENSG00000168374,278.883067363277
ENSG00000100299,5.878362181958
ENSG00000180801,20.4612222102769
ENSG00000104763,27.0178569516916
ENSG00000164122,0.0
ENSG00000169093,0.0
ENSG00000106819,0.0
ENSG00000168874,0.565227132880577
ENSG00000159363,6.10445303511023
ENSG00000113732,62.4010754700156
ENSG00000131100,41.3746261268582
ENSG00000136888,72.3490730087138
ENSG00000162630,0.0
ENSG00000237172,3.16527194413123
ENSG00000086062,45.7833977633267
ENSG00000128298,0.565227132880577
ENSG00000100739,0.0
ENSG00000182492,9.49581583239368
ENSG00000134107,7.80013443375196
ENSG00000122870,7.91317986032807
ENSG00000168487,4.29572620989238
ENSG00000153162,0.339136279728346
ENSG00000109743,0.904363412608922
ENSG00000130303,0.0
ENSG00000187479,0.113045426576115
ENSG00000167644,0.226090853152231
ENSG00000106392,13.9045874688622
ENSG00000159403,8.36536156663253
ENSG00000182326,2.03481767837008
ENSG00000203724,1.92177225179396
ENSG00000125730,0.339136279728346
ENSG00000164096,76.8708900717584
ENSG00000178776,0.0
ENSG00000165084,0.0
ENSG00000141837,0.22609085315223
ENSG00000182389,0.0
ENSG00000108878,0.0
ENSG00000162706,0.113045426576115
ENSG00000012822,3.27831737070734
ENSG00000178033,1.35654511891338
ENSG00000112186,0.904363412608922
ENSG00000132357,0.791317986032807
ENSG00000079691,0.678272559456691
ENSG00000118729,0.0
ENSG00000182533,0.0
ENSG00000168497,5.42618047565354
ENSG00000170681,0.0
ENSG00000159884,14.3567691751666
ENSG00000151468,0.339136279728346
ENSG00000091986,112.819335722963
ENSG00000055813,0.113045426576115
ENSG00000188549,1.4695905454895
ENSG00000108691,9.15667955266534
ENSG00000151882,1.01740883918504
ENSG00000271503,0.0
ENSG00000118523,52.2269870781653
ENSG00000110092,115.645471387366
ENSG00000221978,9.26972497924145
ENSG00000260916,9.83495211212203
ENSG00000272398,0.0
ENSG00000174807,21.9308127557664
ENSG00000085063,345.919005322913
ENSG00000085117,7.23490730087138
ENSG00000002586,0.0
ENSG00000040731,0.113045426576115
ENSG00000129910,0.0
ENSG00000170558,10.2871338184265
ENSG00000113361,0.22609085315223
ENSG00000103502,15.7133142940801
ENSG00000147889,13.0002240562533
ENSG00000064309,0.678272559456692
ENSG00000103888,1.01740883918504
ENSG00000167123,34.2527642525629
ENSG00000243649,0.0
ENSG00000197766,0.113045426576115
ENSG00000000971,3.50440822385958
ENSG00000138028,1.58263597206561
ENSG00000133048,0.113045426576115
ENSG00000181072,0.0
ENSG00000138435,0.0
ENSG00000170175,0.904363412608923
ENSG00000182022,0.791317986032807
ENSG00000147119,3.27831737070735
ENSG00000187288,0.226090853152231
ENSG00000104879,0.0
ENSG00000175505,1.58263597206561
ENSG00000163347,0.452181706304461
ENSG00000184113,0.0
ENSG00000110852,8.59145241978477
ENSG00000163815,1.35654511891338
ENSG00000169583,0.0
ENSG00000169504,201.107813878909
ENSG00000105270,6.10445303511023
ENSG00000120885,6.21749846168635
ENSG00000174600,0.0
ENSG00000118432,1.35654511891338
ENSG00000060718,1.4695905454895
ENSG00000108821,498.869467480397
ENSG00000188517,0.22609085315223
ENSG00000187498,5.42618047565353
ENSG00000134871,9.94799753869814
ENSG00000130635,4.63486248962073
ENSG00000144810,26.3395843922348
ENSG00000188243,69.6359827708871
ENSG00000005243,13.67849661571
ENSG00000145244,0.0
ENSG00000167549,1.13045426576115
ENSG00000111775,59.3488489524605
ENSG00000156885,0.0
ENSG00000161281,1.4695905454895
ENSG00000135678,1.92177225179396
ENSG00000178773,8.93058869951311
ENSG00000139117,2.37395395809842
ENSG00000103381,17.4089956927218
ENSG00000107175,20.3481767837007
ENSG00000143162,7.46099815402361
ENSG00000182809,2.82613566440288
ENSG00000103196,0.791317986032807
ENSG00000006016,0.452181706304461
ENSG00000109846,3.95658993016403
ENSG00000184371,8.02622528690419
ENSG00000164400,0.791317986032807
ENSG00000108342,3.27831737070735
ENSG00000159176,48.0443062948491
ENSG00000175315,0.565227132880577
ENSG00000164932,7.00881644771915
ENSG00000117984,47.2529883088162
ENSG00000103811,0.339136279728346
ENSG00000135047,91.9059318063817
ENSG00000256043,1.13045426576115
ENSG00000163131,0.791317986032808
ENSG00000163739,23.0612670215275
ENSG00000169245,0.0
ENSG00000107562,2.03481767837008
ENSG00000163734,16.2785414269606
ENSG00000163735,97.6712485617636
ENSG00000124875,1.01740883918504
ENSG00000169429,16.6176777066889
ENSG00000171604,3.84354450358793
ENSG00000159348,8.817543272937
ENSG00000051523,22.8351761683753
ENSG00000071967,32.6701282804973
ENSG00000161544,1.58263597206561
ENSG00000197872,0.226090853152231
ENSG00000170891,0.226090853152231
